id,"description","category",day_of_week,day_of_month,month,year,amount,"currency_code","mode",account_id,"hashed_user_id",recurrent_bill
5173,"22 JAN 17 THE FINANCIAL TIMES LONDON GBR GBR","business_services",2,24,1,2017,-30,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",1
5174,"19 JAN 17 ZIPCAR WIMBLEDON GBR GBR","car_rental",2,24,1,2017,-6.98,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5175,"23 JAN 17 NON-STERLING TRANSACTION FEE","provider_fee",2,24,1,2017,-0.1,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5176,"21 JAN 17 INVOICEHOME.COM INVOIC 7024259032 NV USA USD 5@1.228501229","business_services",2,24,1,2017,-4.07,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5177,"22 JAN 17 ZIPCAR WIMBLEDON GBR GBR","car_rental",4,26,1,2017,-39.9,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5178,"ANGEL SPRINGS LTD","personal_care",4,26,1,2017,-24,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5179,"26 JAN 17 CURRYS ONLINE HEMEL HEMPSTE GBR GBR","electronics_and_software",1,30,1,2017,-127.99,"GBP","normal",368185,"k5/L4KPpeN7yG6P3vn7WMQ==",0
5180,"IZ *LOUISIANA CHILLI SH LONDON","food_and_dining",5,27,1,2017,-7,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5181,"LE PAIN QUOTIDIEN LONDON","cafes_and_restaurants",5,27,1,2017,-1.75,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5182,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",5,27,1,2017,-4.8,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5183,"TFL TRAVEL CHARGE TFL.GOV.UK/CP","public_transportation",6,28,1,2017,-5.6,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5184,"LE PAIN QUOTIDIEN LONDON","cafes_and_restaurants",6,28,1,2017,-1.75,"GBP","normal",353889,"nefCrXxOvDZaoLjNvkBchQ==",0
5185,"BUDGENS EGHAMEGHAMVIS","groceries",1,30,1,2017,-15.09,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5186,"Spotify P0192C962ALondonVIS","movies_and_music",1,30,1,2017,-4.99,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",1
5187,"TOPUPSRHUL, EGHAMVIS","uncategorized",1,30,1,2017,-20,"GBP","normal",366968,"q1hjBpzLwSHQSHeAU5L5Uw==",0
5188,"FASTER PAYMENTS RECEIPT REF.Salary FROM TERRASCOPE LIMITED","paycheck",1,30,1,2017,2100.24,"GBP","normal",354027,"3Qn7bFEcMZCqoLNXd4Zd9w==",0
5189,"CALL REF.NO. 0000","transfer",7,29,1,2017,100,"GBP","transfer",358225,"+/ea9cHVoML8/1Xr9v2xtA==",0
5190,"EDF ENERGY","transfer",1,30,1,2017,-59,"GBP","normal",358225,"+/ea9cHVoML8/1Xr9v2xtA==",1
5191,"MAHEEN MALIK","transfer",7,29,1,2017,-50,"GBP","transfer",358226,"+/ea9cHVoML8/1Xr9v2xtA==",0
5192,"CALL REF.NO. 0000","transfer",7,29,1,2017,-100,"GBP","transfer",358226,"+/ea9cHVoML8/1Xr9v2xtA==",0
5193,"BURGER AND SHAKE CD 8218","cafes_and_restaurants",1,30,1,2017,-51.85,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5194,"KAREN WOOLVEN FLOW CD 7828","clothing",1,30,1,2017,-20,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",0
5195,"H3G 970304399301270117","phone",2,31,1,2017,-54.55,"GBP","normal",362583,"P3Obfik3o2qNEzrE11xIHA==",1
5196,"AMAZON UK RETAIL A CD 3471","shopping",2,3,1,2017,-49.68,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5197,"SAVINGS","transfer",2,3,1,2017,-15,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5198,"TFL.GOV.UK/CP CD 3471","public_transportation",5,6,1,2017,-3.1,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5199,"SAINSBURYS S/MKTS CD 3471","groceries",1,9,1,2017,-18.81,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5200,"CENTREPOINT FOOD CD 3471","shopping",1,9,1,2017,-19.6,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5201,"F/FLOW GERALD V RA","transfer",1,9,1,2017,313.46,"GBP","transfer",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5202,"TESCO STORES 2789 CD 3471","groceries",2,10,1,2017,-9.76,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5203,"TESCO STORES 2249 CD 3471","groceries",2,10,1,2017,-2.05,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5204,"CO-OP GROUP FOOD CD 3471","groceries",3,11,1,2017,-7.49,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5205,"BUXTON C R RENT 0173579554321109SO","transfer",4,12,1,2017,562,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5206,"TFL.GOV.UK/CP CD 3471","public_transportation",5,13,1,2017,-2.4,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5207,"TESCO STORES 2789 CD 3471","groceries",5,13,1,2017,-10.01,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5208,"WorderyEU CD 3471","books_and_supplies",1,16,1,2017,-30.03,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5209,"TFL.GOV.UK/CP CD 3471","public_transportation",1,16,1,2017,-2.4,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5210,"CATS PROTECTION DON1636681","cafes_and_restaurants",1,16,1,2017,-10,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",1
5211,"BATTERSEA DOGS AND Z0970829/1/24","cafes_and_restaurants",1,16,1,2017,-10,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",1
5212,"M RAYMOND","uncategorized",2,3,1,2017,15,"GBP","normal",370488,"iq7z/pOKnhz78A9/8RAinA==",0
5213,"M RAYMOND 07JAN17 309871 37045960","uncategorized",1,9,1,2017,-100,"GBP","normal",370488,"iq7z/pOKnhz78A9/8RAinA==",0
5214,"M RAYMOND 07JAN17 309871 20495268","uncategorized",1,9,1,2017,100,"GBP","normal",370489,"iq7z/pOKnhz78A9/8RAinA==",0
5215,"MCLTDCLIENTACCOUNT","transfer",1,16,1,2017,-1083.3,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5216,"HUNGRYHOUSE LTD CD 3471","cafes_and_restaurants",1,16,1,2017,-27.9,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5217,"CO-OP GROUP FOOD CD 3471","groceries",2,17,1,2017,-12.99,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5218,"SAINSBURYS S/MKTS CD 3471","groceries",2,17,1,2017,-15,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5219,"DICKENS INN BAR CD 3471","alcohol_and_bars",2,17,1,2017,-10.3,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5220,"TESCO STORES 2249 CD 3471","groceries",2,17,1,2017,-5.41,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5221,"Amazon UK Marketpl CD 3471","shopping",3,18,1,2017,8.53,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5222,"SAINSBURYS S/MKTS CD 3471","groceries",4,19,1,2017,-15.3,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5223,"VIRGIN MEDIA PYMTS 048860102001","transfer",4,19,1,2017,-32.39,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",1
5224,"TESCO STORES 2789 CD 3471","groceries",4,19,1,2017,-5.67,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5225,"Amazon UK Marketpl CD 3471","shopping",5,20,1,2017,-10.5,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5226,"CO-OP GROUP FOOD CD 3471","groceries",5,20,1,2017,-6.99,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5227,"E.ON 013133956300A","transfer",5,20,1,2017,-35,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",1
5228,"TESCO STORES 2249 CD 3471","groceries",5,20,1,2017,-3,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5229,"PIZZA EXPRESS CD 3471","food_and_dining",1,23,1,2017,-21,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5230,"PAYPAL PAYMENT 5RC22226DFWK4","transfer",1,23,1,2017,-50.1,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5231,"CO-OP GROUP FOOD CD 3471","groceries",2,24,1,2017,-6.99,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5232,"PETS AT HOME LTD CD 3471","pets",2,24,1,2017,-5.99,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5233,"SAINSBURYS S/MKTS CD 3471","groceries",3,25,1,2017,-21.53,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5234,"Amazon UK Marketpl CD 3471","shopping",4,26,1,2017,-2.81,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5235,"TFL.GOV.UK/CP CD 3471","public_transportation",4,26,1,2017,-2.4,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5236,"TESCO STORES 2249 CD 3471","groceries",5,27,1,2017,-3,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5237,"TFL.GOV.UK/CP CD 3471","public_transportation",5,27,1,2017,-2.4,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5238,"MOBILLIT BCA JAN17 MOBILLITY 020123139271721001","shopping",5,27,1,2017,851.24,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5239,"SAINSBURYS S/MKTS CD 3471","groceries",1,30,1,2017,-23.34,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5240,"ROYAL VET COLL-BAH CD 3471","education",1,30,1,2017,-48,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5241,"TFL.GOV.UK/CP CD 3471","public_transportation",1,30,1,2017,-1.5,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5242,"DICKENS INN BAR CD 3471","alcohol_and_bars",1,30,1,2017,-17.7,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5243,"TESCO STORES 2249 CD 3471","groceries",1,30,1,2017,-2.4,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5244,"NISA LOCAL CD 3471","uncategorized",2,31,1,2017,-3.85,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5245,"TESCO STORES 2789 CD 3471","groceries",2,31,1,2017,-7.35,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5246,"BLOOM KITCHEN CD 3471","cafes_and_restaurants",2,31,1,2017,-7,"GBP","normal",370487,"iq7z/pOKnhz78A9/8RAinA==",0
5247,"Opname vreemde valuta geldautomaat SEPA landen Periode 01-12-2016 t/m 31-12-2016","fees_and_charges",7,1,1,2017,-3.5,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5248,"Rabo DirectPakket Periode 01-01-2017 t/m 31-01-2017","fees_and_charges",7,1,1,2017,-1.2,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5249,"Betaalautomaat 21:09 pasnr. 002","shopping",2,3,1,2017,-4.54,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5250,"Betaalautomaat 17:33 pasnr. 002","shopping",2,3,1,2017,-10.45,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5251,"Betaalautomaat 18:19 pasnr. 002","fees_and_charges",4,5,1,2017,-15,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5252,"Betaalautomaat 20:50 pasnr. 002","shopping",6,7,1,2017,-3.49,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5253,"Betaalautomaat 13:42 pasnr. 002","shopping",6,7,1,2017,-15.02,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5254,"F R K LEEUW (Oorspronkelijk:) (Uiteindelijk:)","fees_and_charges",1,9,1,2017,50,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5255,"Hr M J M Lancee (Oorspronkelijk:) (Uiteindelijk:)","fees_and_charges",1,9,1,2017,100,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5256,"Betaalautomaat 18:14 pasnr. 002","shopping",2,10,1,2017,-10.81,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5257,"1001066009 Betreft factuur d.d. 04-01-2017 incl. 7,03 BTW Telfort","fees_and_charges",2,10,1,2017,-40.5,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5258,"Betaalautomaat 21:00 pasnr. 002","shopping",6,14,1,2017,-7.65,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5259,"Betaalautomaat 20:46 pasnr. 002","fees_and_charges",6,14,1,2017,-56,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5260,"Betaalautomaat 12:59 pasnr. 002","fees_and_charges",6,14,1,2017,-3.45,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5261,"Betaalautomaat 12:59 pasnr. 002","fees_and_charges",6,14,1,2017,-7.15,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5262,"Betaalautomaat 12:39 pasnr. 002","shopping",6,14,1,2017,-17.88,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5263,"Betaalautomaat 15:07 pasnr. 002","fees_and_charges",7,15,1,2017,-7.4,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5264,"Terugboeking: Administratieve reden Factuurnr 073902886190 VNKlantnr 2001793021 BTW 0,55PC 3511 BD 50, JAN","fees_and_charges",4,19,1,2017,9.65,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5265,"Factuurnr 073902886190 VNKlantnr 2001793021 BTW 0,55PC 3511 BD 50, JAN","fees_and_charges",4,19,1,2017,-9.65,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5266,"Hr M J M Lancee (Oorspronkelijk:) (Uiteindelijk:)","fees_and_charges",4,26,1,2017,100,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5267,"F R K LEEUW (Oorspronkelijk:) (Uiteindelijk:)","fees_and_charges",5,27,1,2017,100,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5268,"Betaalautomaat 20:41 pasnr. 002","fees_and_charges",6,28,1,2017,-55,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5269,"Betaalautomaat 19:31 pasnr. 002","fees_and_charges",6,28,1,2017,-5.92,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5270,"Betaalautomaat 13:25 pasnr. 002","fees_and_charges",6,28,1,2017,-7,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5271,"Betaalautomaat 13:20 pasnr. 002","fees_and_charges",6,28,1,2017,-8.87,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5272,"Betaalautomaat 13:04 pasnr. 002","fees_and_charges",6,28,1,2017,-26.98,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5273,"Betaalautomaat 19:38 pasnr. 002","shopping",1,30,1,2017,-9.12,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5274,"F R K LEEUW (Oorspronkelijk:) (Uiteindelijk:)","fees_and_charges",1,30,1,2017,125,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5275,"Hr M J M Lancee (Oorspronkelijk:) (Uiteindelijk:)","fees_and_charges",1,30,1,2017,80,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5276,"Betaalautomaat 17:53 pasnr. 002","fees_and_charges",2,31,1,2017,-14.1,"EUR","normal",370958,"eIapWitjnY0EhG/Fi0L21w==",0
5277,"01-01-2016 t/m 31-12-2016","fees_and_charges",7,1,1,2017,2.56,"EUR","normal",370959,"eIapWitjnY0EhG/Fi0L21w==",0
5278,"Duo","fees_and_charges",1,2,1,2017,2000,"EUR","normal",370959,"eIapWitjnY0EhG/Fi0L21w==",0
5279,"CCV*HOPPE HORECA B.V. UTRECHT","home_improvement",7,1,1,2017,-13.5,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5280,"CCV*HOPPE HORECA B.V. UTRECHT","home_improvement",7,1,1,2017,-9.8,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5281,"CCV*HOPPE HORECA B.V. UTRECHT","home_improvement",7,1,1,2017,-14,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5282,"La Brochette Shames UTRECHT NLD","cafes_and_restaurants",7,1,1,2017,-4.5,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5283,"Oud.nieuw","doctor",1,2,1,2017,30,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5284,"Oud en nieuw","uncategorized",1,2,1,2017,30,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5285,"Periode: januari 2017. Hartelijk dank voor uw bijdrage aan KiKa","uncategorized",1,2,1,2017,-7,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5286,"VAN Oranje Spaarrekening X87565845","insurance",1,2,1,2017,200,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5287,"Jumbo Utrecht Bilt UTRECHT NLD","shopping",1,2,1,2017,-6.5,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5288,"Jumbo Utrecht Bilt UTRECHT NLD","shopping",1,2,1,2017,-17.43,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5289,"466438651 Refund Sneakerdistrict BV - Order 196747","uncategorized",2,3,1,2017,150,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5290,"54720153 Premie per 01012017 Voordeelpakket","uncategorized",2,3,1,2017,-15.96,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5291,"ALBERT HEIJN 1173 UTRECHT NLD","groceries",2,3,1,2017,-6.5,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5292,"RABOBANK 3579 UTRECHT NLD","shopping",2,3,1,2017,-2.55,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5293,"STAD HOLL ZORGVERZ ONDER","health_and_fitness",3,4,1,2017,-109.75,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5294,"Jumbo Utrecht Bilt UTRECHT NLD","shopping",3,4,1,2017,-6.5,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5295,"Indonesia \"Asli\" UTRECHT NLD","doctor",3,4,1,2017,-7,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5296,"Broodje + cash","books_and_supplies",4,5,1,2017,22.5,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5297,"NAAR Oranje Spaarrekening W28945251wekelijks","insurance",4,5,1,2017,-20,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5298,"INCASSO CREDITCARD ACCOUNTNR 210021281840 ZIE REKENINGOVERZICHT 03-01-2017","uncategorized",4,5,1,2017,-102.39,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5299,"RABOBANK 3579 UTRECHT NLD","shopping",4,5,1,2017,-6.15,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5300,"RABO UTRECHT E.O. NLD","fees_and_charges",4,5,1,2017,-20,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5301,"AH to go 5865 Utrech UTRECHT NLD","groceries",4,5,1,2017,-6.5,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5302,"RABOBANK 3577 UTRECHT NLD","shopping",5,6,1,2017,-4.59,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5303,"RABOBANK 3579 UTRECHT NLD","shopping",5,6,1,2017,-3.6,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5304,"NS-utrecht-C-120 UTRECHT NLD","public_transportation",5,6,1,2017,-15,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5305,"3212 UT Kiosk sp 5 7 UTRECHT NLD","shopping",5,6,1,2017,-6.5,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5306,"2603 WTC Kiosk AMSTERDAM NLD","shopping",5,6,1,2017,-3.8,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5307,"3252 Ut Hema UTRECHT NLD","shopping",5,6,1,2017,-4,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5308,"CCV*CORNELIS COFFEE FO UTRECHT","food_and_dining",7,8,1,2017,-17.75,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5309,"Perspolistwijnstraat UTRECHT NLD","parking",7,8,1,2017,-7,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5310,"Claim - 24594335","travel",1,9,1,2017,5.5,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5311,"SpotifyNL P01712E6F4","movies_and_music",1,9,1,2017,-9.99,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",1
5312,"Mjm lancee rabo","fees_and_charges",1,9,1,2017,-100,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5313,"VAN Oranje Spaarrekening X87565845","insurance",1,9,1,2017,200,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5314,"RABOBANK 3577 UTRECHT NLD","shopping",1,9,1,2017,-2.94,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5315,"NS Utrecht C. 201 UTRECHT NLD","uncategorized",1,9,1,2017,-20,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5316,"B. Horeca AMSTERDAM NLD","cafes_and_restaurants",1,9,1,2017,-40,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5317,"Jumbo Utrecht Bilt UTRECHT NLD","shopping",1,9,1,2017,-7.79,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5318,"ABON 10-01-2017 t/m 09-02-2017 / nrc.next digitaal RelNr: 2040664 / INCL 21 PRC. BTW 2.43 EUR","uncategorized",2,10,1,2017,-14,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5319,"Kosten OranjePakket 1 okt t/m 31 dec 2016 ING BANK N.V.","cafes_and_restaurants",2,10,1,2017,-4.35,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5320,"VAN Oranje Spaarrekening X87565845","insurance",3,11,1,2017,300,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5321,"LOCH FYNE RESTAURANT LONDON GBR","cafes_and_restaurants",3,11,1,2017,-26.69,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5322,"SAINSBURYS SACAT (4467","groceries",3,11,1,2017,-5.34,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5323,"Shop 7308/ Plaza kiosk","shopping",3,11,1,2017,-13,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5324,"HMSHOST AMSTERDAM SCHI","food_and_dining",3,11,1,2017,-2.9,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5325,"SUBWAY LONDON GBR","food_and_dining",3,11,1,2017,-3.95,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5326,"wekelijksNAAR Oranje Spaarrekening W28945251","insurance",4,12,1,2017,-20,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5327,"iZ *tapaunow London GBR","cafes_and_restaurants",4,12,1,2017,-5.83,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5328,"BOOTS 1315 MIDDLESEX GBR","pharmacy",5,13,1,2017,-1.57,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5329,"TESCO STORES 2249 LONDON GBR","shopping",5,13,1,2017,-6.35,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5330,"PRET A MANGER LONDON CITY A GBR","cafes_and_restaurants",5,13,1,2017,-10.53,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5331,"LTR UK LONDON CITY London GBR","clothing",5,13,1,2017,-12.74,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5332,"Hema EV 379 Schiphol SCHIPHOL","shopping",5,13,1,2017,-2.75,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5333,"Happy Seafood SCHIPHOL NLD","food_and_dining",5,13,1,2017,-2.95,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5334,"Indonesia \"Asli\" UTRECHT NLD","doctor",5,13,1,2017,-6,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5335,"Jumbo Utrecht Bilt UTRECHT NLD","shopping",5,13,1,2017,-2.82,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5336,"Raak Wijnimport DE BILT NLD","home_improvement",6,14,1,2017,-38.95,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5337,"HEMA EV013 UTRECHT UTRECHT NLD","shopping",6,14,1,2017,-7.25,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5338,"Intratuin Utrecht bv UTRECHT NLD","home_improvement",7,15,1,2017,-24.98,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5339,"Jumbo Utrecht Bilt UTRECHT NLD","shopping",7,15,1,2017,-8.95,"EUR","normal",370999,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5340,"Opname","transfer",7,8,1,2017,200,"EUR","normal",371000,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
5341,"Opname","transfer",3,11,1,2017,300,"EUR","normal",371000,"BSuQsvdtYrWyW+X0Y+GxbQ==",0
